participant_id,trial_index,direct_match,status,missing_boundary_characters,compatible_candidates
88,1,True,direct_match,0,[]
88,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
88,3,True,direct_match,0,[]
87,0,True,direct_match,0,[]
87,1,True,direct_match,0,[]
87,2,True,direct_match,0,[]
87,3,True,direct_match,0,[]
86,0,True,direct_match,0,[]
86,1,True,direct_match,0,[]
86,2,True,direct_match,0,[]
86,3,True,direct_match,0,[]
85,0,True,direct_match,0,[]
85,1,True,direct_match,0,[]
85,2,True,direct_match,0,[]
85,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
84,0,True,direct_match,0,[]
84,1,True,direct_match,0,[]
84,2,True,direct_match,0,[]
84,3,True,direct_match,0,[]
83,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
83,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
83,2,True,direct_match,0,[]
83,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
82,0,True,direct_match,0,[]
82,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
82,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
82,3,True,direct_match,0,[]
81,0,True,direct_match,0,[]
81,1,True,direct_match,0,[]
81,2,True,direct_match,0,[]
81,3,True,direct_match,0,[]
80,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
80,1,True,direct_match,0,[]
80,2,True,direct_match,0,[]
80,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
79,0,True,direct_match,0,[]
79,1,True,direct_match,0,[]
79,2,True,direct_match,0,[]
79,3,True,direct_match,0,[]
78,0,True,direct_match,0,[]
78,1,True,direct_match,0,[]
78,2,True,direct_match,0,[]
78,3,True,direct_match,0,[]
77,0,True,direct_match,0,[]
77,1,True,direct_match,0,[]
77,2,True,direct_match,0,[]
77,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
76,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
76,1,True,direct_match,0,[]
76,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
76,3,True,direct_match,0,[]
75,0,True,direct_match,0,[]
75,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
75,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
75,3,True,direct_match,0,[]
74,0,True,direct_match,0,[]
74,1,True,direct_match,0,[]
74,2,True,direct_match,0,[]
74,3,True,direct_match,0,[]
73,0,True,direct_match,0,[]
73,1,True,direct_match,0,[]
73,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
73,3,True,direct_match,0,[]
72,0,True,direct_match,0,[]
72,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
72,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
72,3,True,direct_match,0,[]
71,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
71,1,True,direct_match,0,[]
71,2,True,direct_match,0,[]
71,3,True,direct_match,0,[]
70,0,True,direct_match,0,[]
70,1,True,direct_match,0,[]
70,2,True,direct_match,0,[]
70,3,True,direct_match,0,[]
69,0,True,direct_match,0,[]
69,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
69,2,True,direct_match,0,[]
69,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
68,0,True,direct_match,0,[]
68,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
68,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
68,3,True,direct_match,0,[]
67,0,True,direct_match,0,[]
67,1,True,direct_match,0,[]
67,2,True,direct_match,0,[]
67,3,True,direct_match,0,[]
66,0,True,direct_match,0,[]
66,1,True,direct_match,0,[]
66,2,True,direct_match,0,[]
66,3,True,direct_match,0,[]
65,0,True,direct_match,0,[]
65,1,True,direct_match,0,[]
65,2,True,direct_match,0,[]
65,3,True,direct_match,0,[]
64,0,True,direct_match,0,[]
64,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
64,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
64,3,True,direct_match,0,[]
63,0,True,direct_match,0,[]
63,1,True,direct_match,0,[]
63,2,True,direct_match,0,[]
63,3,True,direct_match,0,[]
62,0,True,direct_match,0,[]
62,1,True,direct_match,0,[]
62,2,True,direct_match,0,[]
62,3,True,direct_match,0,[]
61,0,True,direct_match,0,[]
61,1,True,direct_match,0,[]
61,2,True,direct_match,0,[]
61,3,True,direct_match,0,[]
60,0,True,direct_match,0,[]
60,1,True,direct_match,0,[]
60,2,True,direct_match,0,[]
60,3,True,direct_match,0,[]
59,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
59,1,True,direct_match,0,[]
59,2,True,direct_match,0,[]
59,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
58,0,True,direct_match,0,[]
58,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
58,2,True,direct_match,0,[]
58,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
57,0,True,direct_match,0,[]
57,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
57,2,True,direct_match,0,[]
57,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
56,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
56,1,True,direct_match,0,[]
56,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
56,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
55,0,True,direct_match,0,[]
55,1,True,direct_match,0,[]
55,2,True,direct_match,0,[]
55,3,True,direct_match,0,[]
54,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
54,1,True,direct_match,0,[]
54,2,True,direct_match,0,[]
54,3,True,direct_match,0,[]
53,0,True,direct_match,0,[]
53,1,True,direct_match,0,[]
53,2,True,direct_match,0,[]
53,3,True,direct_match,0,[]
52,0,True,direct_match,0,[]
52,1,True,direct_match,0,[]
52,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
52,3,True,direct_match,0,[]
51,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
51,1,True,direct_match,0,[]
51,2,True,direct_match,0,[]
51,3,True,direct_match,0,[]
50,0,True,direct_match,0,[]
50,1,True,direct_match,0,[]
50,2,True,direct_match,0,[]
50,3,True,direct_match,0,[]
49,0,True,direct_match,0,[]
49,1,True,direct_match,0,[]
49,2,True,direct_match,0,[]
49,3,True,direct_match,0,[]
48,0,True,direct_match,0,[]
48,1,True,direct_match,0,[]
48,2,True,direct_match,0,[]
48,3,True,direct_match,0,[]
47,0,True,direct_match,0,[]
47,1,True,direct_match,0,[]
47,2,True,direct_match,0,[]
47,3,True,direct_match,0,[]
46,0,True,direct_match,0,[]
46,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
46,2,True,direct_match,0,[]
46,3,True,direct_match,0,[]
45,0,True,direct_match,0,[]
45,1,True,direct_match,0,[]
45,2,True,direct_match,0,[]
45,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
44,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
44,1,True,direct_match,0,[]
44,2,True,direct_match,0,[]
44,3,True,direct_match,0,[]
43,0,True,direct_match,0,[]
43,1,True,direct_match,0,[]
43,2,True,direct_match,0,[]
43,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
42,0,True,direct_match,0,[]
42,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
42,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
42,3,True,direct_match,0,[]
41,0,True,direct_match,0,[]
41,1,True,direct_match,0,[]
41,2,True,direct_match,0,[]
41,3,True,direct_match,0,[]
40,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
40,1,True,direct_match,0,[]
40,2,True,direct_match,0,[]
40,3,True,direct_match,0,[]
39,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
39,1,True,direct_match,0,[]
39,2,True,direct_match,0,[]
39,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
38,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
38,1,True,direct_match,0,[]
38,2,True,direct_match,0,[]
38,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
37,0,True,direct_match,0,[]
37,1,True,direct_match,0,[]
37,2,True,direct_match,0,[]
37,3,True,direct_match,0,[]
36,0,True,direct_match,0,[]
36,1,True,direct_match,0,[]
36,2,True,direct_match,0,[]
36,3,True,direct_match,0,[]
35,0,True,direct_match,0,[]
35,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
35,2,True,direct_match,0,[]
35,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
34,0,True,direct_match,0,[]
34,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
34,2,True,direct_match,0,[]
34,3,True,direct_match,0,[]
33,0,True,direct_match,0,[]
33,1,True,direct_match,0,[]
33,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
33,3,True,direct_match,0,[]
32,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
32,1,True,direct_match,0,[]
32,2,True,direct_match,0,[]
32,3,True,direct_match,0,[]
31,0,True,direct_match,0,[]
31,1,True,direct_match,0,[]
31,2,True,direct_match,0,[]
31,3,True,direct_match,0,[]
30,0,True,direct_match,0,[]
30,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
30,2,True,direct_match,0,[]
30,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
29,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
29,1,True,direct_match,0,[]
29,2,True,direct_match,0,[]
29,3,True,direct_match,0,[]
28,0,True,direct_match,0,[]
28,1,True,direct_match,0,[]
28,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
28,3,True,direct_match,0,[]
27,0,True,direct_match,0,[]
27,1,True,direct_match,0,[]
27,2,True,direct_match,0,[]
27,3,True,direct_match,0,[]
26,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
26,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
26,2,True,direct_match,0,[]
26,3,True,direct_match,0,[]
25,0,True,direct_match,0,[]
25,1,True,direct_match,0,[]
25,2,True,direct_match,0,[]
25,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
24,0,True,direct_match,0,[]
24,1,True,direct_match,0,[]
24,2,True,direct_match,0,[]
24,3,True,direct_match,0,[]
23,0,True,direct_match,0,[]
23,1,True,direct_match,0,[]
23,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
23,3,True,direct_match,0,[]
22,0,True,direct_match,0,[]
22,1,True,direct_match,0,[]
22,2,True,direct_match,0,[]
22,3,True,direct_match,0,[]
21,0,True,direct_match,0,[]
21,1,True,direct_match,0,[]
21,2,True,direct_match,0,[]
21,3,True,direct_match,0,[]
20,0,True,direct_match,0,[]
20,1,True,direct_match,0,[]
20,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
20,3,True,direct_match,0,[]
19,0,True,direct_match,0,[]
19,1,True,direct_match,0,[]
19,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
19,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
18,0,True,direct_match,0,[]
18,1,True,direct_match,0,[]
18,2,True,direct_match,0,[]
18,3,True,direct_match,0,[]
17,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
17,1,True,direct_match,0,[]
17,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
17,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
16,0,True,direct_match,0,[]
16,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
16,2,True,direct_match,0,[]
16,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
15,0,True,direct_match,0,[]
15,1,True,direct_match,0,[]
15,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
15,3,True,direct_match,0,[]
14,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
14,1,True,direct_match,0,[]
14,2,True,direct_match,0,[]
14,3,True,direct_match,0,[]
13,0,True,direct_match,0,[]
13,1,True,direct_match,0,[]
13,2,True,direct_match,0,[]
13,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
12,0,True,direct_match,0,[]
12,1,True,direct_match,0,[]
12,2,True,direct_match,0,[]
12,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
11,0,True,direct_match,0,[]
11,1,True,direct_match,0,[]
11,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
11,3,True,direct_match,0,[]
10,0,True,direct_match,0,[]
10,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
10,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
10,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
9,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
9,1,True,direct_match,0,[]
9,2,True,direct_match,0,[]
9,3,True,direct_match,0,[]
8,0,True,direct_match,0,[]
8,1,True,direct_match,0,[]
8,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
8,3,True,direct_match,0,[]
7,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
7,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
7,2,True,direct_match,0,[]
7,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
6,0,True,direct_match,0,[]
6,1,True,direct_match,0,[]
6,2,True,direct_match,0,[]
6,3,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
5,0,True,direct_match,0,[]
5,1,True,direct_match,0,[]
5,2,True,direct_match,0,[]
5,3,True,direct_match,0,[]
4,0,True,direct_match,0,[]
4,1,True,direct_match,0,[]
4,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
4,3,True,direct_match,0,[]
3,0,True,direct_match,0,[]
3,1,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
3,2,True,direct_match,0,[]
3,3,True,direct_match,0,[]
2,0,True,direct_match,0,[]
2,1,True,direct_match,0,[]
2,2,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
2,3,True,direct_match,0,[]
1,0,False,compatible_with_stripped_boundary_spaces,1,"[{""leading_spaces"": 0, ""trailing_spaces"": 1}]"
1,1,True,direct_match,0,[]
1,2,True,direct_match,0,[]
1,3,True,direct_match,0,[]
